"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0009768","photosynthesis, light harvesting in photosystem I",21,-0.941136832633505,-2.02638867482599,1e-10,5.33513513513514e-09,3.72403982930299e-09,520,"tags=90%, list=3%, signal=88%","838498/841099/822391/820043/838151/830325/815055/815058/835515/837358/825320/818006/839870/842446/824654/826626/839869/823901/839871"
"GO:0009767","photosynthetic electron transport chain",46,-0.873726961114472,-2.00654249806107,1e-10,5.33513513513514e-09,3.72403982930299e-09,1791,"tags=78%, list=9%, signal=71%","821143/844240/841984/828489/842354/819185/814688/829490/820871/821673/837974/815111/838455/842785/838168/820828/828893/829220/842016/827921/828388/824572/817646/826551/827996/825797/836751/843099/819295/824246/842386/827877/836525/825866/837358/836789"
"GO:0009765","photosynthesis, light harvesting",35,-0.880894905858337,-1.99072655640431,1e-10,5.33513513513514e-09,3.72403982930299e-09,857,"tags=80%, list=4%, signal=77%","833979/835806/838498/841099/819406/841995/827927/843903/839449/841919/817646/822391/820043/838151/830325/815055/815058/835515/837358/825320/818006/839870/842446/824654/826626/839869/823901/839871"
"GO:0019684","photosynthesis, light reaction",139,-0.817302469388793,-1.94470432696065,1e-10,5.33513513513514e-09,3.72403982930299e-09,2853,"tags=80%, list=14%, signal=69%","816078/2745715/823814/829696/837040/819705/825208/827564/830772/828697/817409/821143/844240/841984/828489/842354/819185/842719/829484/827223/814688/833476/840099/829490/824832/829729/843222/819581/820871/844043/820740/839350/821673/831741/824767/837974/833461/838876/833979/824691/819992/834494/843978/818051/831016/815111/821399/838455/841892/835806/7922413/842785/838498/831799/818532/840297/829678/838168/820828/841099/824699/828893/819406/841995/838243/827927/843491/829220/843903/832376/842016/821137/816623/839449/827921/841919/828388/824572/817646/826551/827996/825797/836751/843099/819295/824246/842386/827877/822391/836525/820043/825866/817606/838151/830325/844245/815055/837178/815058/835515/837358/825320/818006/839870/842446/824654/826626/836789/839869/823901/839871"
"GO:0015979","photosynthesis",190,-0.80112270422616,-1.91922315224644,1e-10,5.33513513513514e-09,3.72403982930299e-09,2853,"tags=75%, list=14%, signal=65%","816078/818622/2745715/823814/829696/821203/837040/819705/825208/836710/843890/827564/830772/828697/817409/821143/844240/824559/841984/832410/828489/842354/824775/819185/842719/829484/835328/827223/814688/833476/840099/829490/829195/824832/832798/820974/829729/843222/819581/820871/844043/820740/839350/821673/831741/843110/824767/837974/833461/838876/833979/824691/819992/834494/843978/818051/830739/831016/815111/821399/828871/837719/838455/841892/835806/819639/7922413/842785/838498/831799/837332/818532/840297/829678/838168/817656/820828/842794/841099/827922/815013/824699/828893/819406/841995/840953/838243/827927/843491/829220/843903/835168/825414/832376/842016/821137/816623/839449/827921/841919/828388/824572/819353/817646/824746/820461/826551/827996/825797/840895/836751/843099/819295/824246/842386/827877/822391/821134/822277/836525/820043/825866/833828/817606/838151/830325/844245/815055/837178/815058/835515/837358/825320/818006/839870/842446/824654/826626/836789/839869/823901/843029/839871"
"GO:0010109","regulation of photosynthesis",45,-0.824339566600278,-1.8902210634031,1e-10,5.33513513513514e-09,3.72403982930299e-09,2111,"tags=62%, list=11%, signal=56%","836710/843890/830772/829484/835328/840099/820974/843222/831741/843110/821399/837332/820828/842794/827922/828893/843491/829220/835168/825414/842016/821137/819353/817646/843099/824246/817606/836789"
"GO:0033014","tetrapyrrole biosynthetic process",74,-0.789499248709945,-1.85271679225886,1e-10,5.33513513513514e-09,3.72403982930299e-09,2993,"tags=62%, list=15%, signal=53%","5007676/824885/820069/835788/817056/816538/843330/835507/824690/817196/834085/817195/842700/821181/834633/821673/831984/828851/818633/820628/817589/824034/827991/834442/837610/824345/839489/818766/827479/835937/839009/830724/818644/816579/834757/837374/842198/841029/818093/828611/827580/827230/836751/828853/843788/824861"
"GO:0015995","chlorophyll biosynthetic process",53,-0.798469580414504,-1.84399809791948,1e-10,5.33513513513514e-09,3.72403982930299e-09,2993,"tags=68%, list=15%, signal=58%","5007676/824885/835788/817056/816538/843330/835507/824690/834085/842700/821181/834633/831984/828851/818633/820628/834442/837610/824345/818766/827479/835937/839009/830724/816579/834757/837374/842198/841029/818093/828611/827580/827230/828853/843788/824861"
"GO:0006779","porphyrin-containing compound biosynthetic process",70,-0.785944782323324,-1.83888337821831,1e-10,5.33513513513514e-09,3.72403982930299e-09,2993,"tags=61%, list=15%, signal=52%","5007676/824885/835788/817056/816538/843330/835507/824690/834085/817195/842700/821181/834633/821673/831984/828851/818633/820628/817589/824034/827991/834442/837610/824345/839489/818766/827479/835937/839009/830724/818644/816579/834757/837374/842198/841029/818093/828611/827580/827230/828853/843788/824861"
"GO:0022900","electron transport chain",99,-0.770862109847195,-1.82191425796464,1e-10,5.33513513513514e-09,3.72403982930299e-09,1791,"tags=45%, list=9%, signal=42%","821143/844240/841984/828489/842354/819185/814688/829490/819070/829394/820871/842836/821673/820256/840149/837974/829622/831645/815111/838455/842785/838168/820828/828893/829220/820827/842016/827921/828388/824572/817646/826551/838591/827996/825797/836751/843099/819295/824246/842386/827877/836525/825866/837358/836789"
"GO:0072596","establishment of protein localization to chloroplast",61,-0.772327021315787,-1.79763107309625,1e-10,5.33513513513514e-09,3.72403982930299e-09,1769,"tags=56%, list=9%, signal=51%","819396/844294/820197/828494/819185/835398/836579/824048/835665/828774/839248/820876/819589/824118/831524/832368/835467/823827/837205/830369/820144/816018/816936/832987/835320/832327/830273/828531/816943/829697/819358/817439/816623/817429"
"GO:0072598","protein localization to chloroplast",51,-0.776807994734091,-1.78909058524819,1e-10,5.33513513513514e-09,3.72403982930299e-09,2311,"tags=59%, list=12%, signal=52%","828936/835614/819396/844294/820197/828494/819185/835398/836579/824048/835665/820876/819589/831524/832368/835467/823827/837205/830369/820144/816018/816936/832987/835320/832327/830273/819358/817439/816623/817429"
"GO:0015994","chlorophyll metabolic process",78,-0.748154922113871,-1.75612184826843,1e-10,5.33513513513514e-09,3.72403982930299e-09,2993,"tags=56%, list=15%, signal=48%","5007676/824885/835788/817056/829413/816538/843330/835507/839472/824690/834085/838554/829854/842700/821181/834633/831984/828851/818633/820628/831738/837377/833840/834442/837610/824345/818766/827479/835937/839009/830724/816579/834757/837374/842198/841029/818093/828611/827580/816623/827230/828853/843788/824861"
"GO:0033013","tetrapyrrole metabolic process",103,-0.741200493313021,-1.75390184219063,1e-10,5.33513513513514e-09,3.72403982930299e-09,2993,"tags=52%, list=15%, signal=45%","5007676/824885/820069/835788/817056/829413/816538/843330/835507/839472/824690/817196/834085/817195/838554/829854/842700/821181/834633/821673/831984/828851/818633/820628/817589/824034/831738/837377/833840/827991/834442/837610/824345/839489/818766/827479/835937/839009/830724/818644/816579/834757/837374/842198/841029/818093/828611/827580/816623/827230/836751/828853/843788/824861"
"GO:0009644","response to high light intensity",64,-0.751671881537233,-1.75257573153535,1e-10,5.33513513513514e-09,3.72403982930299e-09,2317,"tags=50%, list=12%, signal=44%","831928/829413/822525/828762/830662/840099/836244/823942/815111/831799/818531/820828/841099/829567/841995/826470/829220/819358/817646/818741/843099/824246/822391/818854/815055/815058/835515/825320/842446/824654/836789/823901"
"GO:0006778","porphyrin-containing compound metabolic process",101,-0.737262520425792,-1.74391135910057,1e-10,5.33513513513514e-09,3.72403982930299e-09,2993,"tags=51%, list=15%, signal=44%","5007676/824885/835788/817056/829413/816538/843330/835507/839472/824690/817196/834085/817195/838554/829854/842700/821181/834633/821673/831984/828851/818633/820628/817589/824034/831738/837377/833840/827991/834442/837610/824345/839489/818766/827479/835937/839009/830724/818644/816579/834757/837374/842198/841029/818093/828611/827580/816623/827230/828853/843788/824861"
"GO:0006091","generation of precursor metabolites and energy",352,-0.704429389022093,-1.70470778771848,1e-10,5.33513513513514e-09,3.72403982930299e-09,2907,"tags=47%, list=15%, signal=41%","832389/817297/816078/2745715/823814/841863/829696/837040/819705/819805/832513/840138/821627/825208/816505/834479/831596/828758/820951/827564/830772/828697/817409/821143/844240/818580/841984/828489/822349/842354/819185/842719/829484/827223/814688/833476/822181/840099/829490/824832/829729/830758/843222/819070/839531/829394/819581/820871/844043/820740/842836/839350/821673/831741/820256/840149/840346/824767/837974/833461/838876/829622/833979/824691/818024/831645/839891/828564/819992/834494/821313/843978/818051/831016/815111/819826/821399/830024/820163/838455/841892/835806/819639/7922413/835369/842072/842785/832042/833559/838498/831799/818532/840297/829678/838168/820828/841099/824699/828893/821870/819406/834883/841995/838243/822590/827927/843491/835945/829220/820827/843903/835168/832376/816652/842016/828759/821137/823850/824710/816623/839449/827921/841919/828388/836262/824572/837904/817646/820461/826551/838591/827996/825797/836751/825246/843099/819295/824246/842386/827877/822391/830052/836525/820043/825866/817606/838151/830325/844245/815055/837178/815058/835515/837358/825320/818006/839870/842446/824654/826626/836789/839869/823901/839871"
"GO:0009657","plastid organization",295,-0.683912860564054,-1.6528445222284,1e-10,5.33513513513514e-09,3.72403982930299e-09,4456,"tags=59%, list=22%, signal=47%","824335/843752/830684/833995/823906/839753/839662/822052/814834/820509/838121/828977/818643/835388/822397/829919/831259/817225/834902/835506/824886/822043/835409/821494/824885/829626/829483/823814/821456/829696/821452/843064/835788/838675/835652/832538/819424/843133/819954/823537/816668/821298/824576/829548/835175/818514/843251/816181/832082/840031/842672/829948/834255/814965/837734/819858/827333/829314/836364/837193/832467/818362/841096/828697/817741/817569/837634/841375/836461/826935/830101/818500/823899/818173/820197/828494/830864/843356/841512/819185/832346/831086/843502/829555/831975/833476/834236/827759/817809/840099/825466/816229/822055/824441/824048/819931/827144/829972/817128/816940/823816/827001/822570/840860/824858/832252/816667/833614/818197/819589/831524/832368/831222/840144/835467/834671/818027/835057/819992/834494/838761/836874/816386/823827/837205/818051/841000/835621/832500/821399/824556/820961/821509/837719/836289/843812/829306/842072/814640/837376/832327/837332/830699/834442/825494/817656/827922/819406/834575/816579/842833/843189/840100/842573/818392/817344/835549/835926/832376/816652/817947/825489/823721/840472/816623/817429/832713/817646/837455/828181/820461/841033/819295/824861/818854"
"GO:0006412","translation",482,-0.675202749682962,-1.6381219482707,1e-10,5.33513513513514e-09,3.72403982930299e-09,4196,"tags=51%, list=21%, signal=41%","834597/825134/816491/834005/831405/832791/829611/839832/831432/835387/836586/829203/833976/837036/829064/837218/831047/838092/832844/844111/827696/816355/818874/841363/831374/832419/840227/823584/824886/836463/822043/840071/830837/835607/839038/829794/837232/817952/819777/827036/823515/842585/835796/818337/829965/823814/820296/834658/832141/816525/821078/830147/3768810/820230/829518/838245/829701/816668/837434/817673/829428/825039/822524/828951/829948/837734/828729/826637/827333/829314/832305/817126/842161/824768/843587/820478/828695/826931/824424/820931/818500/828736/836535/825755/834934/843356/843502/831533/835328/828821/820551/829062/829329/823891/830359/833534/831195/825466/819897/821567/816229/820853/818304/823747/835768/832455/814978/832439/828004/838884/818295/834701/829529/817766/827607/832839/824706/838331/824858/832343/825123/831692/836107/833614/830810/829461/815070/821787/821308/824801/833518/834821/824741/818234/818646/835955/824541/834962/827451/827074/821920/819992/819722/824983/818188/836351/837356/815029/817317/817910/841660/826569/821120/820961/817318/835834/816243/816492/839410/824054/843746/819855/843744/840799/835772/827159/817719/837497/827535/832878/820324/825248/832848/817299/821584/843063/818531/843397/825494/843298/820367/827375/839564/824468/824511/824062/824153/838388/831655/822081/838435/833970/818011/831724/824554/825195/827471/830900/820750/838243/834765/843871/830766/822138/841255/830600/819595/822405/840194/823623/843836/839781/843189/818392/816314/835549/822403/822335/829027/837243/820500/817947/829614/842759/825489/827947/831282/836647/838293/834097/818905/832520/825524/839273/840472/824588/833138/839407/822189/844199/839203/837455/831910/838622"
"GO:0009658","chloroplast organization",229,-0.680930435093204,-1.63783239044997,1e-10,5.33513513513514e-09,3.72403982930299e-09,5212,"tags=62%, list=26%, signal=46%","838711/842496/831647/839941/821420/823848/842508/842507/842491/842511/817684/824335/843752/830684/833995/823906/839753/822052/814834/820509/838121/828977/818643/835388/822397/831259/817225/834902/835506/824886/835409/821494/824885/829626/829483/821456/821452/843064/835788/838675/835652/832538/819424/843133/819954/823537/821298/824576/829548/835175/843251/816181/832082/842672/829948/834255/814965/837734/827333/836364/832467/818362/841096/828697/817741/837634/841375/836461/830101/818173/820197/828494/830864/841512/829555/831975/833476/834236/827759/817809/825466/824441/824048/819931/829972/817128/816940/823816/827001/822570/840860/832252/816667/818197/819589/831524/832368/831222/834671/818027/835057/819992/834494/838761/836874/823827/837205/841000/835621/832500/821399/824556/821509/837719/836289/843812/837376/832327/837332/830699/834442/825494/817656/827922/819406/834575/816579/840100/842573/817344/835926/816652/825489/823721/840472/832713/817646/837455/828181/819295/824861"
"GO:0042254","ribosome biogenesis",304,-0.662941045376164,-1.60188208675567,1e-10,5.33513513513514e-09,3.72403982930299e-09,4577,"tags=39%, list=23%, signal=31%","820785/819966/841424/824172/5008084/816642/830927/831405/829350/820407/842371/3766708/837218/839819/839496/841726/839283/816569/832579/822043/838937/838833/828333/819179/824885/824867/824683/818985/820170/841872/817747/820296/827257/843064/824161/835188/819424/826873/844414/822476/818377/839799/828265/839109/824818/842318/830958/830714/824290/819095/822524/843937/814965/831853/841096/821518/826559/820478/841957/836461/824424/818500/836535/832138/820560/830864/843356/818524/815456/831975/820583/830524/816229/829625/820974/836779/817128/818550/823816/834701/817766/838331/835612/835090/819018/832832/821308/842294/839463/824741/820107/837128/834844/818188/824556/821120/825283/840799/819374/820324/824403/843298/824153/838388/833970/821951/828817/822138/837836/831956/824379/817947/825489/832151/831209/832713/828579/837455/824514/818299"
"GO:0046148","pigment biosynthetic process",132,-0.6706579506703,-1.59605233386522,1e-10,5.33513513513514e-09,3.72403982930299e-09,3006,"tags=43%, list=15%, signal=37%","835334/5007676/824885/839703/835788/817056/819424/835028/816538/843330/835507/837193/824690/824479/834085/828213/820185/836244/842700/821181/5007993/834633/821673/831984/819647/840067/828851/818633/820628/817589/836289/835806/827061/834442/837610/824345/839489/818766/827479/835937/839009/830724/818644/816579/834757/831587/837374/842198/836838/841029/818093/828611/827580/827230/828853/843788/824861"
"GO:0006364","rRNA processing",222,-0.660430349640329,-1.58832360124501,1e-10,5.33513513513514e-09,3.72403982930299e-09,4577,"tags=39%, list=23%, signal=30%","820785/819966/841424/824172/5008084/816642/830927/829350/3766708/841726/839283/816569/832579/822043/838937/838833/828333/824885/824867/824683/818985/820170/841872/817747/835188/826873/844414/822476/818377/839799/828265/839109/824818/842318/830958/830714/824290/843937/814965/831853/841096/821518/826559/841957/836461/818500/836535/832138/820560/830864/843356/818524/815456/831975/820583/830524/816229/820974/836779/817128/818550/823816/834701/835090/819018/832832/821308/842294/839463/820107/837128/824556/819374/824403/821951/837836/831956/824379/817947/825489/832151/831209/828579/837455/824514/818299"
"GO:0016072","rRNA metabolic process",240,-0.649820310525739,-1.56533986302315,1e-10,5.33513513513514e-09,3.72403982930299e-09,4748,"tags=38%, list=24%, signal=30%","830761/817503/820785/819966/841424/828858/824172/5008084/816642/830927/829350/3766708/841726/839283/816569/824875/832579/822043/838937/838833/828333/824885/824867/824683/818985/820170/841872/817747/835188/826873/844414/822476/818377/839799/828265/839109/824818/842318/830958/830714/824290/843937/814965/831853/841096/821518/826559/841957/836461/828116/818500/836535/832138/820560/830864/843356/818524/815456/831975/820583/830524/816229/820974/836779/817128/818550/823816/834701/835090/819018/832832/821308/842294/839463/820107/837128/824556/819374/837332/824403/821951/837836/831956/824379/817947/825489/832151/831209/828579/837455/824514/818299"
"GO:0042440","pigment metabolic process",169,-0.63753769632652,-1.52434853513738,1e-10,5.33513513513514e-09,3.72403982930299e-09,3006,"tags=38%, list=15%, signal=33%","835334/5007676/824885/839703/830471/835788/817056/819424/835028/816538/843330/835507/837193/824690/828865/817196/824479/834085/828213/838554/840099/829854/820185/836244/842700/821181/5007993/834633/821673/831984/819647/840067/828851/818633/820628/817589/836289/835806/827061/834442/837610/824345/839489/818766/827479/835937/839009/830724/826470/818644/816579/834757/831587/837374/842198/836838/841029/818093/828611/827580/816623/827230/828853/843788/824861"
"GO:0022613","ribonucleoprotein complex biogenesis",374,-0.626816531148997,-1.51742975909781,1e-10,5.33513513513514e-09,3.72403982930299e-09,4577,"tags=34%, list=23%, signal=27%","820785/819966/841424/824172/5008084/816642/830927/831405/829350/820407/842371/836350/3766708/837218/839819/839496/829156/841726/839283/5007874/816569/832579/822043/838937/838833/828333/819179/824885/824867/824683/818985/820170/841872/817747/843963/820296/827257/843064/824161/835188/819424/826873/844414/822476/818377/839799/828265/839109/824818/842318/830958/830714/824290/837434/828163/819095/822524/843937/814965/816389/831853/841096/821518/826559/820478/841957/836461/824424/818500/836535/832138/820560/830864/843356/818524/815456/831975/820583/832834/830524/816229/829625/820974/836779/817128/818550/823816/834701/817766/838331/818947/835612/835090/819018/832832/821308/842294/839463/824741/820107/837128/834844/818188/824556/821120/825283/840799/819374/820324/824403/843298/824153/838388/833970/821951/828817/822138/837836/831956/824379/817947/825489/832151/831209/832713/828579/837455/824514/818299"
"GO:0009642","response to light intensity",157,-0.625553909091485,-1.49336956321968,1e-10,5.33513513513514e-09,3.72403982930299e-09,4017,"tags=43%, list=20%, signal=35%","836618/837403/5007686/819146/837714/827842/827463/5007942/839300/824885/834301/2745715/837593/831928/821203/829413/837760/843330/835507/822525/828762/817741/821482/834300/830662/840099/836244/823942/828582/815111/841894/831501/842545/831799/837332/840297/818531/820828/841099/827922/818903/829567/815247/841995/828613/826470/840069/829220/821260/819358/825376/839449/817646/818741/843099/824246/842386/822391/834652/818854/815055/815058/835515/825320/842446/824654/836789/823901"
"GO:0072521","purine-containing compound metabolic process",223,-0.614784542233633,-1.47881549270148,1e-10,5.33513513513514e-09,3.72403982930299e-09,4374,"tags=37%, list=22%, signal=29%","838822/830985/843505/832311/829420/824592/839572/844291/843207/841590/834634/832004/821327/827448/824098/842375/832804/844345/816239/827955/821012/829626/834380/841863/821663/829848/842670/832513/840138/838204/821627/840001/816487/2746201/816505/834479/818892/828758/820951/829642/822349/828353/818069/822181/816241/835061/830758/827413/831882/824930/835006/840346/818024/839891/828564/819826/827987/826702/819639/819845/835369/834749/842072/833559/820140/837610/836451/827575/818382/821870/826515/816652/842016/828759/824710/836262/837904/829359/820461/826551/825797/825246/830052"
"GO:0090407","organophosphate biosynthetic process",282,-0.599066869211457,-1.4470820733578,1e-10,5.33513513513514e-09,3.72403982930299e-09,4208,"tags=33%, list=21%, signal=26%","820447/843505/839197/824592/830732/5007686/830073/830014/825825/841590/834634/821327/827448/819123/842375/823847/844425/832804/839113/833818/821577/816239/824669/829626/833928/841863/839993/821663/829848/842670/827430/834060/819415/838801/834088/841733/838204/825233/824612/814779/816487/818514/818892/820951/816715/843535/836175/823899/840007/829181/818069/822181/816241/821324/824930/821181/821206/835440/835006/834828/842541/840346/840112/826564/818024/839891/824770/820656/819826/821399/818402/834685/827987/826702/831738/819845/834749/837610/836451/836400/841281/818382/837341/826515/836181/821788/816652/824710/827230/829359/826551/825797"
"GO:0006753","nucleoside phosphate metabolic process",280,-0.59023998589079,-1.42606242146295,1e-10,5.33513513513514e-09,3.72403982930299e-09,4208,"tags=35%, list=21%, signal=28%","820447/843505/839197/829451/832311/829420/824592/830732/844291/843207/841590/834634/821327/827448/824098/842375/823847/832804/821577/816239/827955/826805/827006/821012/829626/833928/841863/839993/821663/829848/842670/832513/834088/821937/840138/841733/838204/821627/840001/824612/816487/2746201/816505/834479/831596/818892/828758/820951/816715/843535/830522/822349/818069/822181/816241/837986/835061/830758/824930/835006/840346/818024/839891/828564/821313/824770/820656/819826/821399/834685/827987/826702/819639/819845/835369/834749/842072/833559/837610/836451/827575/818382/821870/826470/837341/826515/816652/842016/828759/824710/836262/837904/829359/820461/826551/825797/825246/830052"
"GO:0055086","nucleobase-containing small molecule metabolic process",320,-0.583162362284192,-1.40978462725665,1e-10,5.33513513513514e-09,3.72403982930299e-09,4374,"tags=35%, list=22%, signal=28%","838822/830985/820447/843505/839197/829451/832311/829420/824592/830732/839572/844291/843207/841590/834634/832004/821327/827448/824098/842375/823847/832804/832371/844345/821577/816239/827955/826805/827006/821012/829626/833928/834380/841863/839993/821663/829848/842670/832513/834088/821937/840138/841733/838204/821627/840001/824612/816487/2746201/816505/834479/831596/818892/828758/820951/816715/843535/829642/830522/824557/822349/828538/828353/818069/822181/816241/837986/835061/830758/827413/831882/824930/835006/840346/818024/839891/828564/821313/824770/820656/819826/821399/834685/827987/826702/819639/819845/835369/834749/842072/833559/820140/837610/836451/827575/818382/821870/826470/837341/826515/816652/842016/828759/824710/836262/837904/829359/820461/826551/825797/825246/830052"
"GO:0065003","protein-containing complex assembly",432,-0.576494025059484,-1.3981016849249,1e-10,5.33513513513514e-09,3.72403982930299e-09,5391,"tags=39%, list=27%, signal=29%","28719435/824636/830033/836093/821840/839104/818454/832208/841880/821860/822424/828276/822101/835234/820803/817499/830284/817684/820785/836584/838089/825902/831405/841843/842858/820921/825338/841975/842371/28717376/836350/843509/831323/826539/836060/827696/830483/829156/841726/838135/830445/5007874/816795/838744/824147/831607/817860/821426/832218/819179/816078/820170/2745715/843963/823814/819382/843064/837040/819705/819403/824818/825893/841533/835011/838462/817361/816448/842278/830879/825208/823458/837434/828163/825454/833917/818281/817592/816389/827118/828697/819717/835761/826559/835355/817409/819207/824424/822136/836535/833608/842719/829555/827223/833476/843915/829283/843797/832834/824832/829729/816677/836779/837297/824035/835616/819581/822570/844043/820740/838571/3770591/839350/824858/818947/824767/835938/833461/827615/838876/824691/822283/819992/834494/843827/819611/834844/818188/843978/842086/818051/831016/821120/819775/831151/841892/825283/7922413/831799/820324/835185/818532/840297/829678/817656/824699/823919/833970/825754/841995/838243/822138/841670/843491/832195/835168/832376/816623/839449/834313/817646/824246/818854/833828/844245/837178/826626/836789/843029"
"GO:0009409","response to cold",407,-0.573403247412128,-1.38964557204845,1e-10,5.33513513513514e-09,3.72403982930299e-09,4155,"tags=35%, list=21%, signal=28%","839131/835548/838209/818820/844279/820921/837403/818458/816481/843527/3768499/841346/838290/836224/844047/818697/828556/839283/838895/819294/832371/837206/821684/838495/821966/815304/828653/818213/834301/837636/840438/829240/830332/817205/828651/838674/821432/828652/828936/835011/819217/817134/837760/816538/826594/828598/818457/836367/821642/819174/841372/837457/826859/837843/843356/836772/818069/843793/840099/829684/839307/836519/821206/824261/828839/820041/824087/825753/834398/838984/831051/844282/839814/835257/817317/830024/817165/835320/843835/841757/818685/831453/844085/831087/818531/814873/841099/824566/830336/818903/830517/820288/822168/821003/840069/824379/816633/831100/832195/835168/825414/843182/837619/817947/839815/829697/819757/839436/817439/831209/841996/836262/824572/828579/835307/837455/820335/838632/818853/820461/824514/818299/826551/816092/840098/840895/816705/822391/821134/822277/831454/829949/818854/835567/815055/815058/825320/842446/824654/823901/843029"
"GO:0016053","organic acid biosynthetic process",426,-0.557371584008877,-1.35159502765384,1e-10,5.33513513513514e-09,3.72403982930299e-09,4219,"tags=39%, list=21%, signal=31%","835863/841665/838125/839197/819219/828569/835900/837117/821967/831406/842096/822102/820320/830442/837292/828226/832366/816271/836690/843393/830897/830339/816758/842775/830067/836418/843612/835286/830888/820667/822508/818379/836666/831751/828553/820069/833928/818195/819664/836210/819608/837725/829574/841367/821203/824825/844284/832268/819954/838445/840138/819009/818326/817805/840076/816538/836457/820166/830880/829435/830959/817519/830740/822525/822396/820660/821845/843028/828586/816232/836367/842561/828797/837888/843742/841699/816756/831490/816765/837147/830912/821977/821482/817196/817195/818937/835895/815134/819654/830751/829509/830108/828213/818115/840006/829387/817570/824702/834875/838046/844399/830441/824779/836519/840011/827715/831061/819070/821206/835006/841900/842961/829510/825068/818912/815998/820812/839053/841905/832872/837418/834671/815152/839891/836625/820628/817548/837509/842175/831500/819022/827018/843835/819845/835369/821584/818978/837610/820828/831270/814873/821287/831255/833497/817694/818382/820288/822168/821965/821147/824015/825167/825030/829220/834273/828608/832365/836838/825376/823650/830292/833535/831660/837953/829949"
"GO:0046394","carboxylic acid biosynthetic process",426,-0.557371584008877,-1.35159502765384,1e-10,5.33513513513514e-09,3.72403982930299e-09,4219,"tags=39%, list=21%, signal=31%","835863/841665/838125/839197/819219/828569/835900/837117/821967/831406/842096/822102/820320/830442/837292/828226/832366/816271/836690/843393/830897/830339/816758/842775/830067/836418/843612/835286/830888/820667/822508/818379/836666/831751/828553/820069/833928/818195/819664/836210/819608/837725/829574/841367/821203/824825/844284/832268/819954/838445/840138/819009/818326/817805/840076/816538/836457/820166/830880/829435/830959/817519/830740/822525/822396/820660/821845/843028/828586/816232/836367/842561/828797/837888/843742/841699/816756/831490/816765/837147/830912/821977/821482/817196/817195/818937/835895/815134/819654/830751/829509/830108/828213/818115/840006/829387/817570/824702/834875/838046/844399/830441/824779/836519/840011/827715/831061/819070/821206/835006/841900/842961/829510/825068/818912/815998/820812/839053/841905/832872/837418/834671/815152/839891/836625/820628/817548/837509/842175/831500/819022/827018/843835/819845/835369/821584/818978/837610/820828/831270/814873/821287/831255/833497/817694/818382/820288/822168/821965/821147/824015/825167/825030/829220/834273/828608/832365/836838/825376/823650/830292/833535/831660/837953/829949"
"GO:0019637","organophosphate metabolic process",488,-0.553426420125528,-1.34311829406044,1e-10,5.33513513513514e-09,3.72403982930299e-09,4208,"tags=30%, list=21%, signal=24%","820447/843505/839197/829451/832311/829420/824592/830732/844291/5007686/843207/830073/817228/830014/825825/841590/834634/821327/827448/819123/837048/824098/829617/842375/823847/844425/832804/839113/833818/818664/821577/816239/824669/827955/826805/827006/821012/829626/833928/824021/841863/839993/821663/829848/818752/842670/827430/834060/819415/838801/832513/834088/821937/840138/841733/838204/825233/821627/840001/824612/814779/816487/2746201/818514/816505/834479/831596/818892/828758/820951/816715/817761/836559/843501/843535/836175/830522/823899/840007/822349/815261/829181/818069/822181/816241/837986/835061/821324/830758/824930/821181/821206/835440/835006/834828/842541/840346/840112/826564/818024/839891/828564/821313/824770/820656/819826/821399/818402/834685/827987/826702/831738/819639/819845/835369/834749/842072/833559/837610/836451/836400/841281/827575/818382/821870/840953/826470/837341/826515/836181/821788/816652/842016/828608/828759/824710/836262/824572/827230/837904/824746/829359/820461/826551/825797/825246/830052"
"GO:0009793","embryo development ending in seed dormancy",490,-0.549948981476654,-1.33463128521431,1e-10,5.33513513513514e-09,3.72403982930299e-09,5197,"tags=35%, list=26%, signal=26%","829546/824585/817788/819239/832240/839941/827760/828993/28719309/834149/827417/828908/836414/824078/841113/843693/832638/843513/830889/823906/832968/838089/831717/826934/820447/820060/822052/814834/816708/828569/822397/826965/834917/828230/28717376/828475/816640/816818/837654/842040/831988/830881/817642/828568/825111/843393/832093/821546/830897/841056/837048/822075/816758/841363/836348/830480/821589/836269/824537/827867/816703/829424/821282/824460/835093/831214/829483/839993/834975/829375/822586/816366/843064/820777/830713/838771/835570/830116/824637/838445/823537/839465/828936/837254/842311/819135/816549/818771/821336/836425/832082/832836/827948/818036/834014/844194/836175/841375/836461/828116/844294/819817/834876/837591/828736/825755/818437/828494/830864/842379/840023/829181/3768574/831975/831533/827588/837833/832834/836579/820974/819931/820732/836737/824035/844264/831866/829311/838363/832343/840346/820876/820382/818390/819589/832368/840144/831638/828263/844282/835467/834671/825828/815029/831216/820656/838916/829306/824054/843835/835904/832327/825494/821368/820263/829885/818011/830900/843871/824425/819595/817344/816314/829027/829614/839273/840472/839407/832713/844199/836262"
